county,year,era,households_at_risk,out_rate_all,out_rate_diff_state,out_rate_same_state,in_rate_all,net_rate,net_migration_returns,avg_household_size,visitor_days,ln_visitor_days,unemployment_rate,labor_force,ln_labor_force,hpi_1990_base,ln_hpi,ln_out_rate_diff_state
Maui County,1995,pre2011,44235.0,0.05407482762518368,0.03917712218831242,0.013767378772465243,0.058822199615688936,0.004747371990505256,210.0,2.1434170590062855,,,0.0685842035770015,66648,11.107180317654745,108.3,4.684905154006945,-3.23966232020188
Maui County,1996,pre2011,44483.0,0.05595395993975227,0.039048625317537035,0.015601465728480543,0.05536946698738844,-0.0005844929523638243,-26.0,2.1488545982759444,,,0.0677106372939337,67818,11.124582925418785,106.83,4.671238785957796,-3.2429476064521423
Maui County,1997,pre2011,45064.0,0.05496627019350257,0.03918870939108823,0.014557074383099592,0.05401207172022013,-0.0009541984732824427,-43.0,2.1423673891093524,,,0.0694954655033865,69688,11.151783415498729,100.11,4.606269581431392,-3.2393665994106446
Maui County,1998,pre2011,46003.0,0.05543116753255223,0.040692998282720695,0.013977349303306305,0.05471382301154273,-0.0007173445210094994,-33.0,2.1302096518077,,,0.0631669827610609,70654,11.165550003636666,102.94,4.6341462942246086,-3.2016992336984376
Maui County,1999,pre2011,46903.0,0.049996801910325565,0.03517898641877918,0.013666503208749974,0.06033729185766369,0.010340489947338124,485.0,2.1178688451007677,16057003.843862891,16.5916556889204,0.0526228762763011,72573,11.192348230814178,102.31,4.6280074198908485,-3.347306351378876
Maui County,2000,pre2011,48249.0,0.04974196356401169,0.03386598685983129,0.01471533088768679,0.06460237517876018,0.014860411614748492,717.0,2.1053239983423846,16050621.0,16.591258098380585,0.0391722932495101,70943,11.169632016691976,110.95,4.709079649378603,-3.385344105743809
Maui County,2001,pre2011,49871.0,0.055302680916765254,0.03918108720498887,0.014697920635238917,0.058972148142206894,0.0036694672254416394,183.0,2.084753677328975,14837600.961725116,16.51267512237397,0.040389628206887,72890,11.196706734376258,123.51,4.816322124449923,-3.2395611178719514
Maui County,2002,pre2011,50534.0,0.049649740768591445,0.033858392369493805,0.014762338227727866,0.06007836308228123,0.010428622313689793,527.0,2.0824778761061946,15600755.85188355,16.56282992308982,0.0391024401027993,72374,11.189602397854108,134.8,4.9037921984782065,-3.3855683821552205
Maui County,2003,pre2011,51349.0,0.05186079573117296,0.03606691464293365,0.014761728563360534,0.061189117606964105,0.009328321875791155,479.0,2.0782360432157088,16246284.091817385,16.603374769317984,0.0375120407320765,72670,11.193683923610681,151.31,5.019330712463479,-3.3223793257642655
Maui County,2004,pre2011,52372.0,0.054494768196746354,0.03727182463912014,0.01569540976094096,0.060509432521194534,0.006014664324448179,315.0,2.0636334262288463,16659327.112897951,16.628480804505422,0.0314152162043387,75091,11.226455990357765,189.18,5.242698942785024,-3.289517609374606
Maui County,2005,pre2011,53096.0,0.055088895585354826,0.040718698207021245,0.01335317161368088,0.06183139972879313,0.0067425041434383,358.0,2.044268601383269,17671182.56476088,16.687445767057117,0.0267415203459594,76772,11.248595269325769,236.67,5.466666765775108,-3.2010678766266074
Maui County,2006,pre2011,54289.0,0.05570189172760596,0.041573799480557755,0.013151835546795852,0.05826226307355081,0.0025603713459448505,139.0,2.028147859163172,18487581.614125777,16.732609800548623,0.0242168125917303,79036,11.277658723853708,270.43,5.600013284760236,-3.1802851303138655
Maui County,2007,pre2011,57428.0,0.053719439994427805,0.03963223514661837,0.0133036149613429,0.06178170927073901,0.008062269276311207,463.0,2.004195572566844,18696047.24436267,16.743822682174674,0.028937275763949,80830,11.30010346272789,270.98,5.602045017418285,-3.228112473001363
Maui County,2008,pre2011,59219.0,0.0573464597510934,0.04189533764501258,0.014421047299008763,0.049764433712153194,-0.007582026038940205,-449.0,2.016229869408667,16850011.3629241,16.63986188911993,0.0460264941390634,81301,11.305913595583258,250.68,5.524177225356475,-3.172580731634109
Maui County,2009,pre2011,57950.0,0.04924935289042278,0.03613459879206212,0.011993097497842968,0.04436583261432269,-0.004883520276100086,-283.0,2.0441411354726298,15645203.00588437,16.565674910768553,0.083279624925756,79131,11.278859985955462,212.74,5.3600707628235185,-3.3205044573374156
Maui County,2010,pre2011,56918.0,0.046347376928212516,0.03364489265258793,0.01192944235566956,0.05012474085526547,0.0037773639270529532,215.0,2.065659543109801,17380932.92490305,16.670884354433575,0.0819770798275459,81413,11.307290244398825,184.69,5.21867874388782,-3.391894012937288
Maui County,2011,2011_2021,60915.0,0.04530903718295986,0.03345645571698268,0.010998932939341706,0.0514159074119675,0.0061068702290076335,372.0,2.0676296105236007,18060710.848954163,16.70924946558572,0.0775526110678098,82112,11.315839447975309,172.74,5.15178757385214,-3.397510515005838
Maui County,2012,2011_2021,61898.0,0.04767520759959934,0.0357200555753013,0.011228149536333968,0.05733626288409965,0.009661055284500307,598.0,2.0543199823570326,19178761.83531186,16.769314070346848,0.0614232486073707,81321,11.30615956476456,172.15,5.148366189784533,-3.3320429671155503
Maui County,2013,2011_2021,63279.0,0.04663474454400354,0.03514594099148217,0.010904091404731427,0.05403056306199529,0.007395818517991751,468.0,2.0385724704946293,19795040.435471263,16.800941981231635,0.049625822519014,81913,11.313412987403591,187.53,5.23393883261183,-3.3482461441649076
Maui County,2014,2011_2021,64863.0,0.04050074772983057,0.03027920386044432,0.009728196352311796,0.039714475124493165,-0.0007862726053374034,-51.0,2.0176585898836685,20375144.352970112,16.82982630187445,0.0433437263794406,84672,11.346540247474628,209.29,5.343720850001886,-3.497294143346249
Maui County,2015,2011_2021,65733.0,0.04664323855597645,0.03587239286203277,0.010299240868361401,0.05073555139731946,0.004092312841343009,269.0,1.9988670273030462,21247096.488435365,16.871730808160837,0.0349980884857331,86319,11.36580501506417,225.49,5.41827581206142,-3.327787280378474
Maui County,2016,2011_2021,67032.0,0.058240840195727415,0.04621673230695787,0.012024107888769543,0.05916577157178661,0.0009249313760591956,62.0,1.976682296286909,21953505.46979826,16.90443738723087,0.0308803195575357,84617,11.345890471033924,236.36,5.465356066477474,-3.0744133753163085
Maui County,2017,2011_2021,68081.0,0.04685595099954466,0.03724974662534334,0.00960620437420132,0.04952923723212056,0.002673286232575902,182.0,1.9559106809881186,22581899.092332177,16.932659218212585,0.0242237905573801,85866,11.360543220538931,253.45,5.535166564918359,-3.290110136183908
Maui County,2018,2011_2021,69084.0,0.046523073359967575,0.03675235944647096,0.009770713913496612,0.046421747437901686,-0.0001013259220658908,-7.0,1.9451798998026415,24073277.314329904,16.996612958127947,0.0240762840491721,86309,11.36568915900361,264.45,5.577652197511989,-3.3035528527591316
Maui County,2019,2011_2021,70365.0,0.046301428266894054,0.03749022951751581,0.008811198749378243,0.04840474667803595,0.002103318411141903,148.0,1.9861713383104593,24777892.08691332,17.025462365450714,0.0250428856499364,85693,11.35852642096981,277.84,5.627045408435818,-3.283674926153408
Maui County,2020,2011_2021,70452.0,0.049707602339181284,0.040595015045704876,0.00911258729347641,0.04488162152955204,-0.004825980809629251,-340.0,1.8866168782673638,7754271.107256318,15.863754360137566,0.1823783797027944,81627,11.309915368575647,282.23,5.642722341351737,-3.2041100020382878
Maui County,2021,2011_2021,70942.0,0.04681288940261058,0.03804516365481661,0.008767725747793973,0.04445885371148262,-0.002354035691127964,-167.0,1.8786619541266767,20443525.05,16.83317676684541,0.0779434963430374,83676,11.334707477009012,312.67,5.745148321262097,-3.2689813077512166
Maui County,2022,post2022,71774.0,0.04918215509794633,0.0382450469529356,0.01001755510351938,0.039680107002535735,-0.009502048095410595,-682.0,1.8660981185159136,24365943.559872877,17.008696959546146,0.0328208444093205,83514,11.332769561455455,371.35,5.917145014115306,-3.263741218520851
